x,u
0.000000, 0.000000
0.050000, 0.000012
0.100000, -0.000004
0.150000, -0.000042
0.200000, -0.000133
0.250000, -0.000312
0.300000, -0.000618
0.350000, -0.001099
0.400000, -0.001801
0.450000, -0.002764
0.500000, -0.004017
0.550000, -0.005571
0.600000, -0.007419
0.650000, -0.009533
0.700000, -0.011868
0.750000, -0.014367
0.800000, -0.016970
0.850000, -0.019613
0.900000, -0.022240
0.950000, -0.024803
1.000000, -0.027265
1.050000, -0.029597
1.100000, -0.031775
1.150000, -0.033780
1.200000, -0.035588
1.250000, -0.037175
1.300000, -0.038512
1.350000, -0.039566
1.400000, -0.040303
1.450000, -0.040691
1.500000, -0.040703
1.550000, -0.040324
1.600000, -0.039551
1.650000, -0.038393
1.700000, -0.036876
1.750000, -0.035040
1.800000, -0.032934
1.850000, -0.030617
1.900000, -0.028152
1.950000, -0.025605
2.000000, -0.023037
2.050000, -0.020506
2.100000, -0.018061
2.150000, -0.015743
2.200000, -0.013583
2.250000, -0.011602
2.300000, -0.009812
2.350000, -0.008221
2.400000, -0.006820
2.450000, -0.005611
2.500000, -0.004566
2.550000, -0.003697
2.600000, -0.002947
2.650000, -0.002359
2.700000, -0.001830
2.750000, -0.001471
2.800000, -0.001080
2.850000, -0.000918
2.900000, -0.000575
2.950000, -0.000616
3.000000, -0.000207
3.050000, -0.000518
3.100000, 0.000128
3.150000, -0.000624
3.200000, 0.000544
3.250000, -0.000991
3.300000, 0.001196
3.350000, -0.001757
3.400000, 0.002308
3.450000, -0.003183
3.500000, 0.004211
3.550000, -0.005699
3.600000, 0.007451
3.650000, -0.009856
3.700000, 0.013056
3.750000, -0.016065
3.800000, 0.023031
3.850000, -0.024146
3.900000, 0.040896
3.950000, -0.032897
4.000000, 0.071891
4.050000, -0.040033
4.100000, 0.122426
4.150000, -0.042744
4.200000, 0.198554
4.250000, -0.038823
4.300000, 0.303696
4.350000, -0.027926
4.400000, 0.436278
4.450000, -0.012285
4.500000, 0.588208
4.550000, 0.003666
4.600000, 0.744982
4.650000, 0.014833
4.700000, 0.887724
4.750000, 0.017607
4.800000, 0.996774
4.850000, 0.011591
4.900000, 1.055887
4.950000, 0.000000
