x,u
0.000000, 0.000000
0.003142, -0.292048
0.006283, -0.234322
0.009425, -0.187461
0.012566, -0.149514
0.015708, -0.118871
0.018850, -0.094197
0.021991, -0.074391
0.025133, -0.058545
0.028274, -0.045910
0.031416, -0.035870
0.034558, -0.027923
0.037699, -0.021654
0.040841, -0.016729
0.043982, -0.012874
0.047124, -0.009870
0.050265, -0.007537
0.053407, -0.005733
0.056549, -0.004343
0.059690, -0.003278
0.062832, -0.002464
0.065973, -0.001845
0.069115, -0.001376
0.072257, -0.001022
0.075398, -0.000757
0.078540, -0.000558
0.081681, -0.000410
0.084823, -0.000300
0.087965, -0.000218
0.091106, -0.000159
0.094248, -0.000115
0.097389, -0.000083
0.100531, -0.000059
0.103673, -0.000042
0.106814, -0.000030
0.109956, -0.000021
0.113097, -0.000015
0.116239, -0.000011
0.119381, -0.000008
0.122522, -0.000005
0.125664, -0.000004
0.128805, -0.000003
0.131947, -0.000002
0.135088, -0.000001
0.138230, -0.000001
0.141372, -0.000001
0.144513, -0.000000
0.147655, -0.000000
0.150796, -0.000000
0.153938, -0.000000
0.157080, -0.000000
0.160221, -0.000000
0.163363, -0.000000
0.166504, -0.000000
0.169646, -0.000000
0.172788, 0.000000
0.175929, -0.000000
0.179071, 0.000000
0.182212, -0.000000
0.185354, 0.000000
0.188496, -0.000000
0.191637, 0.000000
0.194779, -0.000000
0.197920, 0.000000
0.201062, -0.000000
0.204204, 0.000001
0.207345, -0.000001
0.210487, 0.000001
0.213628, -0.000002
0.216770, 0.000003
0.219911, -0.000004
0.223053, 0.000005
0.226195, -0.000007
0.229336, 0.000009
0.232478, -0.000012
0.235619, 0.000017
0.238761, -0.000023
0.241903, 0.000030
0.245044, -0.000040
0.248186, 0.000053
0.251327, -0.000070
0.254469, 0.000092
0.257611, -0.000121
0.260752, 0.000157
0.263894, -0.000202
0.267035, 0.000260
0.270177, -0.000333
0.273319, 0.000423
0.276460, -0.000534
0.279602, 0.000671
0.282743, -0.000839
0.285885, 0.001041
0.289027, -0.001285
0.292168, 0.001576
0.295310, -0.001921
0.298451, 0.002327
0.301593, -0.002799
0.304734, 0.003344
0.307876, -0.003968
0.311018, 0.004675
0.314159, -0.005469
0.317301, 0.006351
0.320442, -0.007319
0.323584, 0.008369
0.326726, -0.009496
0.329867, 0.010687
0.333009, -0.011927
0.336150, 0.013199
0.339292, -0.014480
0.342434, 0.015743
0.345575, -0.016958
0.348717, 0.018096
0.351858, -0.019123
0.355000, 0.020006
0.358142, -0.020715
0.361283, 0.021221
0.364425, -0.021505
0.367566, 0.021540
0.370708, -0.021333
0.373850, 0.020869
0.376991, -0.020134
0.380133, 0.019282
0.383274, -0.017916
0.386416, 0.017107
0.389557, -0.014649
0.392699, 0.015015
0.395841, -0.010095
0.398982, 0.014122
0.402124, -0.003590
0.405265, 0.016051
0.408407, 0.006123
0.411549, 0.022902
0.414690, 0.020910
0.417832, 0.037088
0.420973, 0.043056
0.424115, 0.061009
0.427257, 0.074859
0.430398, 0.096621
0.433540, 0.118101
0.436681, 0.144993
0.439823, 0.173548
0.442965, 0.205961
0.446106, 0.240618
0.449248, 0.278005
0.452389, 0.317333
0.455531, 0.358372
0.458673, 0.400563
0.461814, 0.443436
0.464956, 0.486483
0.468097, 0.529207
0.471239, 0.571144
0.474380, 0.611865
0.477522, 0.650994
0.480664, 0.688213
0.483805, 0.723267
0.486947, 0.755968
0.490088, 0.786190
0.493230, 0.813869
0.496372, 0.838996
0.499513, 0.861610
0.502655, 0.881792
0.505796, 0.899658
0.508938, 0.915346
0.512080, 0.929015
0.515221, 0.940834
0.518363, 0.950979
0.521504, 0.959622
0.524646, 0.966934
0.527788, 0.973077
0.530929, 0.978202
0.534071, 0.982450
0.537212, 0.985948
0.540354, 0.988810
0.543496, 0.991136
0.546637, 0.993016
0.549779, 0.994526
0.552920, 0.995732
0.556062, 0.996689
0.559203, 0.997444
0.562345, 0.998036
0.565487, 0.998499
0.568628, 0.998858
0.571770, 0.999135
0.574911, 0.999348
0.578053, 0.999511
0.581195, 0.999635
0.584336, 0.999729
0.587478, 0.999799
0.590619, 0.999852
0.593761, 0.999891
0.596903, 0.999921
0.600044, 0.999942
0.603186, 0.999958
0.606327, 0.999970
0.609469, 0.999978
0.612611, 0.999984
0.615752, 0.999989
0.618894, 0.999992
0.622035, 0.999994
0.625177, 0.999996
0.628319, 0.999997
0.631460, 0.999998
0.634602, 0.999999
0.637743, 0.999999
0.640885, 0.999999
0.644026, 1.000000
0.647168, 1.000000
0.650310, 1.000000
0.653451, 1.000000
0.656593, 1.000000
0.659734, 1.000000
0.662876, 1.000000
0.666018, 1.000000
0.669159, 1.000000
0.672301, 1.000000
0.675442, 1.000000
0.678584, 1.000000
0.681726, 1.000000
0.684867, 1.000000
0.688009, 1.000000
0.691150, 1.000000
0.694292, 1.000000
0.697434, 1.000000
0.700575, 1.000000
0.703717, 1.000000
0.706858, 1.000000
0.710000, 1.000000
0.713142, 1.000000
0.716283, 1.000000
0.719425, 1.000000
0.722566, 1.000000
0.725708, 1.000000
0.728849, 1.000000
0.731991, 1.000000
0.735133, 1.000000
0.738274, 1.000000
0.741416, 1.000000
0.744557, 1.000000
0.747699, 1.000000
0.750841, 1.000000
0.753982, 1.000000
0.757124, 1.000000
0.760265, 1.000000
0.763407, 1.000000
0.766549, 1.000000
0.769690, 1.000000
0.772832, 1.000000
0.775973, 1.000000
0.779115, 1.000000
0.782257, 1.000000
0.785398, 1.000000
0.788540, 1.000000
0.791681, 1.000000
0.794823, 1.000000
0.797965, 1.000000
0.801106, 1.000000
0.804248, 1.000000
0.807389, 1.000000
0.810531, 1.000000
0.813672, 1.000000
0.816814, 1.000000
0.819956, 1.000000
0.823097, 1.000000
0.826239, 1.000000
0.829380, 1.000000
0.832522, 1.000000
0.835664, 1.000000
0.838805, 1.000000
0.841947, 1.000000
0.845088, 1.000000
0.848230, 1.000000
0.851372, 1.000000
0.854513, 1.000000
0.857655, 1.000000
0.860796, 1.000001
0.863938, 1.000001
0.867080, 1.000002
0.870221, 1.000002
0.873363, 0.999997
0.876504, 0.999979
0.879646, 0.999935
0.882788, 0.999840
0.885929, 0.999657
0.889071, 0.999328
0.892212, 0.998774
0.895354, 0.997883
0.898495, 0.996514
0.901637, 0.994489
0.904779, 0.991594
0.907920, 0.987581
0.911062, 0.982176
0.914203, 0.975083
0.917345, 0.965999
0.920487, 0.954625
0.923628, 0.940685
0.926770, 0.923940
0.929911, 0.904203
0.933053, 0.881354
0.936195, 0.855353
0.939336, 0.826243
0.942478, 0.794158
0.945619, 0.759319
0.948761, 0.722026
0.951903, 0.682653
0.955044, 0.641633
0.958186, 0.599437
0.961327, 0.556563
0.964469, 0.513517
0.967611, 0.470792
0.970752, 0.428856
0.973894, 0.388135
0.977035, 0.349006
0.980177, 0.311787
0.983319, 0.276733
0.986460, 0.244032
0.989602, 0.213810
0.992743, 0.186131
0.995885, 0.161004
0.999026, 0.138390
1.002168, 0.118208
1.005310, 0.100342
1.008451, 0.084654
1.011593, 0.070985
1.014734, 0.059166
1.017876, 0.049021
1.021018, 0.040378
1.024159, 0.033066
1.027301, 0.026923
1.030442, 0.021798
1.033584, 0.017550
1.036726, 0.014052
1.039867, 0.011190
1.043009, 0.008864
1.046150, 0.006984
1.049292, 0.005474
1.052434, 0.004268
1.055575, 0.003311
1.058717, 0.002556
1.061858, 0.001964
1.065000, 0.001501
1.068142, 0.001142
1.071283, 0.000865
1.074425, 0.000652
1.077566, 0.000489
1.080708, 0.000365
1.083849, 0.000271
1.086991, 0.000201
1.090133, 0.000148
1.093274, 0.000109
1.096416, 0.000079
1.099557, 0.000058
1.102699, 0.000042
1.105841, 0.000030
1.108982, 0.000022
1.112124, 0.000016
1.115265, 0.000011
1.118407, 0.000008
1.121549, 0.000006
1.124690, 0.000004
1.127832, 0.000003
1.130973, 0.000002
1.134115, 0.000001
1.137257, 0.000001
1.140398, 0.000001
1.143540, 0.000000
1.146681, 0.000000
1.149823, 0.000000
1.152965, 0.000000
1.156106, 0.000000
1.159248, 0.000000
1.162389, 0.000000
1.165531, 0.000000
1.168672, 0.000000
1.171814, 0.000000
1.174956, 0.000000
1.178097, 0.000000
1.181239, 0.000000
1.184380, 0.000000
1.187522, 0.000000
1.190664, 0.000000
1.193805, 0.000000
1.196947, 0.000000
1.200088, 0.000000
1.203230, 0.000000
1.206372, 0.000000
1.209513, 0.000000
1.212655, 0.000000
1.215796, 0.000000
1.218938, 0.000000
1.222080, 0.000000
1.225221, 0.000000
1.228363, 0.000000
1.231504, 0.000000
1.234646, 0.000000
1.237788, 0.000000
1.240929, 0.000000
1.244071, 0.000000
1.247212, 0.000000
1.250354, 0.000000
1.253495, 0.000000
1.256637, 0.000000
1.259779, 0.000000
1.262920, 0.000000
1.266062, 0.000000
1.269203, 0.000000
1.272345, 0.000000
1.275487, 0.000000
1.278628, 0.000000
1.281770, 0.000000
1.284911, 0.000000
1.288053, 0.000000
1.291195, 0.000000
1.294336, 0.000000
1.297478, 0.000000
1.300619, 0.000000
1.303761, 0.000000
1.306903, 0.000000
1.310044, 0.000000
1.313186, 0.000000
1.316327, 0.000000
1.319469, 0.000000
1.322611, 0.000000
1.325752, 0.000000
1.328894, 0.000000
1.332035, 0.000000
1.335177, 0.000000
1.338318, 0.000000
1.341460, 0.000000
1.344602, 0.000000
1.347743, 0.000000
1.350885, 0.000000
1.354026, 0.000000
1.357168, 0.000000
1.360310, 0.000000
1.363451, 0.000000
1.366593, 0.000000
1.369734, 0.000000
1.372876, 0.000000
1.376018, 0.000000
1.379159, 0.000000
1.382301, 0.000000
1.385442, 0.000000
1.388584, 0.000000
1.391726, 0.000000
1.394867, 0.000000
1.398009, 0.000000
1.401150, 0.000000
1.404292, 0.000000
1.407434, 0.000000
1.410575, 0.000000
1.413717, 0.000000
1.416858, 0.000000
1.420000, 0.000000
1.423141, 0.000000
1.426283, 0.000000
1.429425, 0.000000
1.432566, 0.000000
1.435708, 0.000000
1.438849, 0.000000
1.441991, 0.000000
1.445133, 0.000000
1.448274, 0.000000
1.451416, 0.000000
1.454557, 0.000000
1.457699, 0.000000
1.460841, 0.000000
1.463982, 0.000000
1.467124, 0.000000
1.470265, 0.000000
1.473407, 0.000000
1.476549, 0.000000
1.479690, 0.000000
1.482832, 0.000000
1.485973, 0.000000
1.489115, 0.000000
1.492257, 0.000000
1.495398, 0.000000
1.498540, 0.000000
1.501681, 0.000000
1.504823, 0.000000
1.507964, 0.000000
1.511106, 0.000000
1.514248, 0.000000
1.517389, 0.000000
1.520531, 0.000000
1.523672, 0.000000
1.526814, 0.000000
1.529956, 0.000000
1.533097, 0.000000
1.536239, 0.000000
1.539380, 0.000000
1.542522, 0.000000
1.545664, 0.000000
1.548805, 0.000000
1.551947, 0.000000
1.555088, 0.000000
1.558230, 0.000000
1.561372, 0.000000
1.564513, 0.000000
1.567655, 0.000000
1.570796, 0.000000
1.573938, 0.000000
1.577080, 0.000000
1.580221, 0.000000
1.583363, 0.000000
1.586504, 0.000000
1.589646, 0.000000
1.592787, 0.000000
1.595929, 0.000000
1.599071, 0.000000
1.602212, 0.000000
1.605354, 0.000000
1.608495, 0.000000
1.611637, 0.000000
1.614779, 0.000000
1.617920, 0.000000
1.621062, 0.000000
1.624203, 0.000000
1.627345, 0.000000
1.630487, 0.000000
1.633628, 0.000000
1.636770, 0.000000
1.639911, 0.000000
1.643053, 0.000000
1.646195, 0.000000
1.649336, 0.000000
1.652478, 0.000000
1.655619, 0.000000
1.658761, 0.000000
1.661903, 0.000000
1.665044, 0.000000
1.668186, 0.000000
1.671327, 0.000000
1.674469, 0.000000
1.677610, 0.000000
1.680752, 0.000000
1.683894, 0.000000
1.687035, 0.000000
1.690177, 0.000000
1.693318, 0.000000
1.696460, 0.000000
1.699602, 0.000000
1.702743, 0.000000
1.705885, 0.000000
1.709026, 0.000000
1.712168, 0.000000
1.715310, 0.000000
1.718451, 0.000000
1.721593, 0.000000
1.724734, 0.000000
1.727876, 0.000000
1.731018, 0.000000
1.734159, 0.000000
1.737301, 0.000000
1.740442, 0.000000
1.743584, 0.000000
1.746726, 0.000000
1.749867, 0.000000
1.753009, 0.000000
1.756150, 0.000000
1.759292, 0.000000
1.762433, 0.000000
1.765575, 0.000000
1.768717, 0.000000
1.771858, 0.000000
1.775000, 0.000000
1.778141, 0.000000
1.781283, 0.000000
1.784425, 0.000000
1.787566, 0.000000
1.790708, 0.000000
